100,04	-1,0906
100,13	-1,0905
100,21	-1,0904
100,29	-1,0902
100,38	-1,0901
100,46	-1,0900
100,54	-1,0898
100,63	-1,0897
100,71	-1,0896
100,79	-1,0895
100,88	-1,0894
100,96	-1,0893
101,04	-1,0891
101,13	-1,0890
101,21	-1,0888
101,29	-1,0888
101,38	-1,0888
101,46	-1,0886
101,54	-1,0884
101,63	-1,0882
101,71	-1,0882
101,79	-1,0880
101,88	-1,0879
101,96	-1,0877
102,04	-1,0876
102,13	-1,0875
102,21	-1,0873
102,29	-1,0871
102,38	-1,0871
102,46	-1,0870
102,54	-1,0868
102,63	-1,0866
102,71	-1,0865
102,79	-1,0865
102,88	-1,0864
102,96	-1,0863
103,04	-1,0863
103,13	-1,0862
103,21	-1,0860
103,29	-1,0859
103,38	-1,0858
103,46	-1,0857
103,54	-1,0855
103,63	-1,0854
103,71	-1,0853
103,79	-1,0852
103,88	-1,0851
103,96	-1,0850
104,04	-1,0849
104,13	-1,0848
104,21	-1,0847
104,29	-1,0846
104,38	-1,0846
104,46	-1,0845
104,54	-1,0844
104,63	-1,0844
104,71	-1,0842
104,79	-1,0841
104,88	-1,0840
104,96	-1,0839
105,04	-1,0838
105,13	-1,0838
105,21	-1,0836
105,29	-1,0835
105,38	-1,0834
105,46	-1,0833
105,54	-1,0833
105,63	-1,0831
105,71	-1,0831
105,79	-1,0830
105,88	-1,0829
105,96	-1,0827
106,04	-1,0827
106,13	-1,0826
106,21	-1,0825
106,30	-1,0824
106,38	-1,0823
106,46	-1,0821
106,54	-1,0820
106,63	-1,0820
106,71	-1,0819
106,79	-1,0817
106,88	-1,0816
106,96	-1,0815
107,04	-1,0813
107,13	-1,0812
107,21	-1,0811
107,29	-1,0810
107,38	-1,0809
107,46	-1,0807
107,54	-1,0806
107,63	-1,0805
107,71	-1,0803
107,79	-1,0802
107,88	-1,0801
107,96	-1,0799
108,04	-1,0798
108,13	-1,0798
108,21	-1,0796
108,29	-1,0795
108,38	-1,0794
108,46	-1,0793
108,54	-1,0792
108,63	-1,0791
108,71	-1,0791
108,79	-1,0790
108,88	-1,0788
108,96	-1,0786
109,04	-1,0785
109,13	-1,0784
109,21	-1,0782
109,29	-1,0781
109,38	-1,0780
109,46	-1,0778
109,54	-1,0777
109,63	-1,0775
109,71	-1,0774
109,79	-1,0772
109,88	-1,0771
109,96	-1,0770
110,05	-1,0769
110,13	-1,0768
110,21	-1,0766
110,29	-1,0765
110,38	-1,0763
110,46	-1,0762
110,55	-1,0761
110,63	-1,0759
110,71	-1,0757
110,80	-1,0755
110,88	-1,0753
110,96	-1,0751
111,05	-1,0750
111,13	-1,0748
111,21	-1,0746
111,30	-1,0745
111,38	-1,0743
111,46	-1,0741
111,55	-1,0740
111,63	-1,0739
111,71	-1,0737
111,80	-1,0736
111,88	-1,0734
111,96	-1,0733
112,05	-1,0732
112,13	-1,0731
112,21	-1,0730
112,30	-1,0729
112,38	-1,0727
112,46	-1,0726
112,54	-1,0724
112,63	-1,0723
112,71	-1,0722
112,80	-1,0721
112,88	-1,0719
112,96	-1,0717
113,05	-1,0716
113,13	-1,0714
113,21	-1,0712
113,30	-1,0711
113,38	-1,0709
113,46	-1,0707
113,55	-1,0706
113,63	-1,0705
113,71	-1,0703
113,80	-1,0702
113,88	-1,0700
113,96	-1,0698
114,05	-1,0697
114,13	-1,0695
114,21	-1,0693
114,30	-1,0692
114,38	-1,0690
114,46	-1,0688
114,55	-1,0687
114,63	-1,0685
114,71	-1,0683
114,80	-1,0682
114,88	-1,0681
114,96	-1,0680
115,05	-1,0678
115,13	-1,0676
115,21	-1,0675
115,29	-1,0674
115,38	-1,0673
115,46	-1,0672
115,54	-1,0671
115,63	-1,0669
115,71	-1,0668
115,80	-1,0666
115,88	-1,0665
115,96	-1,0664
116,04	-1,0662
116,13	-1,0661
116,21	-1,0660
116,29	-1,0659
116,38	-1,0657
116,46	-1,0655
116,54	-1,0654
116,63	-1,0653
116,71	-1,0651
116,79	-1,0650
116,88	-1,0648
116,96	-1,0646
117,04	-1,0645
117,13	-1,0644
117,21	-1,0642
117,29	-1,0641
117,38	-1,0639
117,46	-1,0637
117,54	-1,0636
117,63	-1,0635
117,71	-1,0633
117,79	-1,0632
117,88	-1,0631
117,96	-1,0629
118,04	-1,0628
118,13	-1,0627
118,21	-1,0626
118,29	-1,0626
118,38	-1,0625
118,46	-1,0624
118,54	-1,0622
118,63	-1,0621
118,71	-1,0621
118,79	-1,0620
118,88	-1,0618
118,96	-1,0618
119,04	-1,0617
119,13	-1,0616
119,21	-1,0615
119,29	-1,0614
119,38	-1,0614
119,46	-1,0612
119,54	-1,0611
119,63	-1,0612
119,71	-1,0611
119,79	-1,0610
119,88	-1,0609
119,96	-1,0609
120,04	-1,0609
120,13	-1,0609
120,21	-1,0609
120,29	-1,0609
120,38	-1,0608
120,46	-1,0608
120,54	-1,0608
120,63	-1,0609
120,71	-1,0609
120,79	-1,0609
120,88	-1,0609
120,96	-1,0609
121,05	-1,0610
121,13	-1,0611
121,21	-1,0611
121,29	-1,0611
121,38	-1,0611
121,46	-1,0612
121,54	-1,0612
121,63	-1,0612
121,71	-1,0612
121,80	-1,0612
121,88	-1,0612
121,96	-1,0611
122,05	-1,0612
122,13	-1,0612
122,21	-1,0612
122,29	-1,0613
122,38	-1,0613
122,46	-1,0613
122,55	-1,0613
122,63	-1,0614
122,71	-1,0614
122,79	-1,0614
122,88	-1,0614
122,96	-1,0614
123,04	-1,0614
123,13	-1,0614
123,21	-1,0615
123,29	-1,0615
123,38	-1,0615
123,46	-1,0615
123,55	-1,0615
123,63	-1,0615
123,71	-1,0615
123,79	-1,0615
123,88	-1,0615
123,96	-1,0615
124,05	-1,0615
124,13	-1,0615
124,21	-1,0614
124,29	-1,0613
124,38	-1,0614
124,46	-1,0613
124,54	-1,0613
124,63	-1,0613
124,71	-1,0612
124,79	-1,0613
124,88	-1,0613
124,96	-1,0613
125,04	-1,0613
125,13	-1,0613
125,21	-1,0614
125,29	-1,0614
125,38	-1,0615
125,46	-1,0616
125,55	-1,0616
125,63	-1,0616
125,71	-1,0616
125,79	-1,0617
125,88	-1,0619
125,96	-1,0620
126,05	-1,0620
126,13	-1,0621
126,21	-1,0622
126,29	-1,0622
126,38	-1,0623
126,46	-1,0624
126,55	-1,0625
126,63	-1,0626
126,71	-1,0627
126,80	-1,0627
126,88	-1,0628
126,96	-1,0629
127,04	-1,0629
127,13	-1,0631
127,21	-1,0632
127,29	-1,0633
127,38	-1,0633
127,46	-1,0634
127,55	-1,0634
127,63	-1,0635
127,71	-1,0636
127,80	-1,0637
127,88	-1,0638
127,96	-1,0640
128,05	-1,0641
128,13	-1,0641
128,21	-1,0642
128,30	-1,0643
128,38	-1,0644
128,46	-1,0646
128,55	-1,0646
128,63	-1,0647
128,71	-1,0647
128,80	-1,0648
128,88	-1,0649
